Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
37,"X Wen, P An, WC Chen, Y Lv, Q Fu","Comparisons of sarcopenia prevalence based on different diagnostic criteria in Chinese older adults",2015,"The journal of nutrition, health & …","Springer","https://link.springer.com/article/10.1007/s12603-014-0561-x","https://scholar.google.com/scholar?cites=11330768003034786024&as_sdt=2005&sciodt=0,5&hl=en",223,"2025-08-12 20:35:49","","10.1007/s12603-014-0561-x","","",,,,,37,3.70,7,5,10,"… study on body composition in … their body composition; 4) with a mechanical implant in his/her body. Participants were required to complete a series of tests including body composition, …","https://www.sciencedirect.com/science/article/pii/S1279770723014033","https://scholar.google.com/scholar?q=related:6ChAPXf5Pp0J:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
37,"M Cao, J Lian, X Lin, J Liu, C Chen, S Xu, S Ma, ...","Prevalence of sarcopenia under different diagnostic criteria and the changes in muscle mass, muscle strength, and physical function with age in Chinese old …",2022,"BMC geriatrics","Springer","https://link.springer.com/article/10.1186/s12877-022-03601-7","https://scholar.google.com/scholar?cites=16697177800231594320&as_sdt=2005&sciodt=0,5&hl=en",489,"2025-08-12 20:35:49","HTML","10.1186/s12877-022-03601-7","","",,,,,37,12.33,5,8,3,"… diagnostic criteria of sarcopenia were used in China, and the diagnostic criteria were not unified… This study aims to investigate the consistency between the latest sarcopenia diagnostic …","https://link.springer.com/article/10.1186/s12877-022-03601-7","https://scholar.google.com/scholar?q=related:UKlXbr5KuOcJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
37,"V Hax, RC do Espirito Santo, LP Dos Santos, ...","Practical screening tools for sarcopenia in patients with systemic sclerosis",2021,"PLoS …","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0245683","https://scholar.google.com/scholar?cites=13263615805165508222&as_sdt=2005&sciodt=0,5&hl=en",627,"2025-08-12 20:35:49","HTML","","","",,,,,37,9.25,9,4,4,"… diagnostic accuracy were computed using the EWGSOP2 criteria as the gold standard for diagnosis of sarcopenia… Body composition was measured by whole-body dual-energy X-ray …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0245683","https://scholar.google.com/scholar?q=related:fpYlGE3UEbgJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
37,"YJ Kang, JI Yoo, KW Baek","Differential gene expression profile by RNA sequencing study of elderly osteoporotic hip fracture patients with sarcopenia",2021,"Journal of Orthopaedic Translation","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214031X21000310","https://scholar.google.com/scholar?cites=12653371370364661231&as_sdt=2005&sciodt=0,5&hl=en",769,"2025-08-12 20:35:49","HTML","","","",,,,,37,9.25,12,3,4,"… of sarcopenia in elderly patients with osteoporotic hip fracture. Therefore, an important genetic factor candidate for sarcopenia … prevention, diagnosis and treatment sarcopenia in elderly …","https://www.sciencedirect.com/science/article/pii/S2214031X21000310","https://scholar.google.com/scholar?q=related:7-2ujTjOma8J:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
37,"DC Nascimento, SC Oliveira, DCL Vieira, ...","The impact of sarcopenic obesity on inflammation, lean body mass, and muscle strength in elderly women",2018,"… journal of general …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2147/IJGM.S187285","https://scholar.google.com/scholar?cites=236857553652185601&as_sdt=2005&sciodt=0,5&hl=en",773,"2025-08-12 20:35:49","","10.2147/IJGM.S187285","","",,,,,37,5.29,9,4,7,"… of sarcopenic obesity (SO) combines those of sarcopenia and obesity, few diagnostic methods … Recommended articles lists articles that we recommend and is powered by our AI driven …","https://www.tandfonline.com/doi/pdf/10.2147/IJGM.S187285","https://scholar.google.com/scholar?q=related:AXrOq7B8SQMJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
37,"A Yoshiko, M Ogawa, K Shimizu, R Radaelli, ...","Chair sit-to-stand performance is associated with diagnostic features of sarcopenia in older men and women",2021,"Archives of gerontology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167494321001266","https://scholar.google.com/scholar?cites=3617665368882565317&as_sdt=2005&sciodt=0,5&hl=en",775,"2025-08-12 20:35:49","","","","",,,,,37,9.25,7,5,4,"Background Standing from a chair is a fundamental activity of daily living, and it can be applied to assess the physical function, especially in older individuals. Aim The aim of this study …","https://scholar.google.com/scholar?output=instlink&q=info:xVB6XHyHNDIJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026&scillfp=1301946433914360285&oi=lle","https://scholar.google.com/scholar?q=related:xVB6XHyHNDIJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
37,"B Moreno-Franco, RF Pérez-Tasigchana, ...","Socioeconomic determinants of sarcopenic obesity and frail obesity in community-dwelling older adults: The Seniors-ENRICA Study",2018,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-018-28982-x","https://scholar.google.com/scholar?cites=13524585366166856979&as_sdt=2005&sciodt=0,5&hl=en",870,"2025-08-12 20:35:49","HTML","","","",,,,,37,5.29,12,3,7,"… men, and 10.8% in women (the European Working Group on Sarcopenic in Older People criteria were used for sarcopenia diagnosis, and body composition was assessed by DXA) 36 . …","https://www.nature.com/articles/s41598-018-28982-x","https://scholar.google.com/scholar?q=related:E2XS9Lv6sLsJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"W Ji, XL Liu, KW Zheng, HM Yang, JW Cui, W Li","Correlation of phase angle with sarcopenia and its diagnostic value in elderly men with cancer",2021,"Nutrition","Elsevier","https://www.sciencedirect.com/science/article/pii/S0899900720303932","https://scholar.google.com/scholar?cites=12500477282787626574&as_sdt=2005&sciodt=0,5&hl=en",225,"2025-08-12 20:35:49","HTML","","","",,,,,36,9.00,6,6,4,"Objectives The aims of this study was to investigate the association of phase angle (PA) with sarcopenia and its components and to evaluate the effectiveness of PA in sarcopenia …","https://www.sciencedirect.com/science/article/pii/S0899900720303932","https://scholar.google.com/scholar?q=related:To5lu9udeq0J:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"PJ Hegyi, A Soós, P Hegyi, Z Szakács, L Hanák, ...","Pre-transplant sarcopenic obesity worsens the survival after liver transplantation: a meta-analysis and a systematic review",2020,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fmed.2020.599434/full","https://scholar.google.com/scholar?cites=11199904988429305064&as_sdt=2005&sciodt=0,5&hl=en",346,"2025-08-12 20:35:49","HTML","10.3389/fmed.2020.599434","","",,,,,36,7.20,6,6,5,"… mass depletion, sarcopenia might be overlooked. Since a CT scan is mandatory before LT, data are available on muscle mass, estimating body composition, and diagnosis of SO for all …","https://www.frontiersin.org/articles/10.3389/fmed.2020.599434/full","https://scholar.google.com/scholar?q=related:6ER0UT8ObpsJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"YE Kwon, JS Lee, J Kim, SI Baeg, ...","Impact of sarcopenia and phase angle on mortality of the very elderly",2023,"… , Sarcopenia and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/jcsm.13128","https://scholar.google.com/scholar?cites=13480236933565506402&as_sdt=2005&sciodt=0,5&hl=en",393,"2025-08-12 20:35:49","","10.1002/jcsm.13128","","",,,,,36,18.00,7,5,2,"… body composition including PA. Appendicular skeletal muscle mass was calculated using the body composition … Our findings revealed that the cutoff PA degree for sarcopenia diagnosis …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcsm.13128","https://scholar.google.com/scholar?q=related:YuNF2RFsE7sJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"M Leigheb, A de Sire, M Colangelo, D Zagaria, ...","Sarcopenia diagnosis: reliability of the ultrasound assessment of the tibialis anterior muscle as an alternative evaluation tool",2021,"Diagnostics","mdpi.com","https://www.mdpi.com/2075-4418/11/11/2158","https://scholar.google.com/scholar?cites=131051220232198987&as_sdt=2005&sciodt=0,5&hl=en",396,"2025-08-12 20:35:49","HTML","","","",,,,,36,9.00,7,5,4,"Sarcopenia is a skeletal muscle … sarcopenia. The objective of this study was to evaluate the reliability of ultrasound assessment of tibialis anterior muscle in sarcopenia diagnosis. We …","https://www.mdpi.com/2075-4418/11/11/2158","https://scholar.google.com/scholar?q=related:S1tS9WOW0QEJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"SS Baxi, E Schwitzer, LW Jones","A review of weight loss and sarcopenia in patients with head and neck cancer treated with chemoradiation",2016,"Cancers of the Head &Neck","Springer","https://link.springer.com/article/10.1186/s41199-016-0010-0","https://scholar.google.com/scholar?cites=13028209349462694577&as_sdt=2005&sciodt=0,5&hl=en",425,"2025-08-12 20:35:49","HTML","10.1186/s41199-016-0010-0","","",,,,,36,4.00,12,3,9,"… experience dramatic shifts in body composition, including sarcopenia, which can negatively … population at diagnosis, are also experiencing significant alterations in body composition as …","https://link.springer.com/article/10.1186/s41199-016-0010-0","https://scholar.google.com/scholar?q=related:sZolfmB_zbQJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"M Kara, Ö Kara, Y Ceran, B Kaymak, ...","SARcopenia assessment in hypertension: the SARAH study",2023,"American Journal of …","journals.lww.com","https://journals.lww.com/ajpmr/fulltext/2023/02000/SARcopenia_Assessment_in_Hypertension__The_SARAH.5.aspx","https://scholar.google.com/scholar?cites=234779531304767026&as_sdt=2005&sciodt=0,5&hl=en",694,"2025-08-12 20:35:49","HTML","","","",,,,,36,18.00,7,5,2,"… In light of our results; the diagnostic criteria for sarcopenia, that is, anterior thigh muscle thickness and gait speed, grip strength, and CST performance (only in females) were …","https://journals.lww.com/ajpmr/fulltext/2023/02000/SARcopenia_Assessment_in_Hypertension__The_SARAH.5.aspx","https://scholar.google.com/scholar?q=related:Mg70Y70aQgMJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"MRB Piodena-Aportadera, S Lau, ...","Calf circumference measurement protocols for sarcopenia screening: differences in agreement, convergent validity and diagnostic performance",2022,"Annals of geriatric …","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC9535367/","https://scholar.google.com/scholar?cites=14371598711612858405&as_sdt=2005&sciodt=0,5&hl=en",754,"2025-08-12 20:35:49","HTML","","","",,,,,36,12.00,12,3,3,"… position compared to sitting for sarcopenia diagnosis. ) The authors … method for screening for sarcopenia among community-… and non-accessible diagnostic imaging modalities to assess …","https://pmc.ncbi.nlm.nih.gov/articles/PMC9535367/","https://scholar.google.com/scholar?q=related:JWAlXOIscscJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"T Erdogan, S Eris, S Avci, MM Oren, ...","Sarcopenia quality-of-life questionnaire (SarQoL)®: translation, cross-cultural adaptation and validation in Turkish",2021,"Aging Clinical and …","Springer","https://link.springer.com/article/10.1007/s40520-020-01780-0","https://scholar.google.com/scholar?cites=13904622640153466627&as_sdt=2005&sciodt=0,5&hl=en",785,"2025-08-12 20:35:49","","10.1007/s40520-020-01780-0","","",,,,,36,9.00,7,5,4,"… assessment, including handgrip strength and body composition analyses with BIA, provided … applied the EWGSOP2 diagnostic criteria for the assessment of sarcopenia. This approach …","https://orbi.uliege.be/bitstream/2268/259723/1/Sarcopenia%20Quality-of-life%20Questionnaire%20SarQoL%20translation...%20Turkish.pdf","https://scholar.google.com/scholar?q=related:A5czEp8k98AJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"O Shafaat, Y Liu, KR Jackson, JD Motter, BJ Boyarsky, ...","Association between abdominal CT measurements of body composition before deceased donor liver transplant with posttransplant outcomes",2022,"Radiology","pubs.rsna.org","https://pubs.rsna.org/doi/abs/10.1148/radiol.212403","https://scholar.google.com/scholar?cites=7735734152688101852&as_sdt=2005&sciodt=0,5&hl=en",833,"2025-08-12 20:35:49","","10.1148/radiol.212403","","",,,,,36,12.00,6,6,3,"… In the past decade, efforts to measure body composition, specifically sarcopenia and … have led to a false-negative myosteatosis diagnosis. However, the effect of intravenous contrast …","https://pubs.rsna.org/doi/pdf/10.1148/radiol.212403","https://scholar.google.com/scholar?q=related:3OnU5znZWmsJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"SS Habib, S Alkahtani, M Alhussain, ...","Sarcopenia coexisting with high adiposity exacerbates insulin resistance and dyslipidemia in Saudi adult men",2020,"… Syndrome and Obesity","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2147/DMSO.S260382","https://scholar.google.com/scholar?cites=13237585104723615464&as_sdt=2005&sciodt=0,5&hl=en",867,"2025-08-12 20:35:49","","10.2147/DMSO.S260382","","",,,,,36,7.20,9,4,5,"… Citation1 The diagnosis of MetS includes presence of any three of the … sarcopenia is sometime the hidden picture of metabolic dysregulation therefore we recommend body composition …","https://www.tandfonline.com/doi/pdf/10.2147/DMSO.S260382","https://scholar.google.com/scholar?q=related:6J4NW4RZtbcJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"G Chassagnon, A Dohan","Artificial intelligence: from challenges to clinical implementation",2020,"Diagnostic and Interventional Imaging","Elsevier","https://www.sciencedirect.com/science/article/am/pii/S2211568420302680","https://scholar.google.com/scholar?cites=15494407772146553140&as_sdt=2005&sciodt=0,5&hl=en",907,"2025-08-12 20:35:49","PDF","","","",,,,,36,7.20,18,2,5,"… Abdominal musculature segmentation and surface prediction from CT using deep learning for sarcopenia assessment. Diagn Interv Imaging 2020; doi: 10.1016/j.diii.2020.04.011. …","https://www.sciencedirect.com/science/article/am/pii/S2211568420302680","https://scholar.google.com/scholar?q=related:NNHYn8YxB9cJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
36,"C Sun, M Anraku, T Kawahara, T Karasaki, ...","Respiratory strength and pectoralis muscle mass as measures of sarcopenia: Relation to outcomes in resected non–small cell lung cancer",2022,"The journal of thoracic …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022522320330592","https://scholar.google.com/scholar?cites=1915444186215188412&as_sdt=2005&sciodt=0,5&hl=en",983,"2025-08-12 20:35:49","","","","",,,,,36,12.00,7,5,3,"… This study was designed to investigate the clinical utility of preoperative sarcopenia based on respiratory strength and pectoralis muscle mass to predict the risk of death. …","https://www.sciencedirect.com/science/article/am/pii/S0022522320330592","https://scholar.google.com/scholar?q=related:vIdxwlYGlRoJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
35,"NT Bellafronte, GR Sizoto, L Vega-Piris, PG Chiarello, ...","Bed-side measures for diagnosis of low muscle mass, sarcopenia, obesity, and sarcopenic obesity in patients with chronic kidney disease under non-dialysis …",2020,"PLoS …","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0242671","https://scholar.google.com/scholar?cites=17622621711216806960&as_sdt=2005&sciodt=0,5&hl=en",54,"2025-08-12 20:35:49","HTML","","","",,,,,35,7.00,7,5,5,"… the diagnostic ability of bed-side measures of muscle mass and adiposity and propose diagnostic cutoffs for low muscle mass, sarcopenia, … of body composition changes in this group. …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0242671","https://scholar.google.com/scholar?q=related:MAwq5BMhkPQJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
35,"MA Hernandez-Lepe, MI Miranda-Gil, ...","Exercise programs combined with diet supplementation improve body composition and physical function in older adults with sarcopenia: a systematic review",2023,"Nutrients","mdpi.com","https://www.mdpi.com/2072-6643/15/8/1998","https://scholar.google.com/scholar?cites=13796964641110801517&as_sdt=2005&sciodt=0,5&hl=en",370,"2025-08-12 20:35:49","HTML","","","",,,,,35,17.50,12,3,2,"… sarcopenia varies substantially depending on the study group that proposes the criteria for its diagnosis… varies according to these diagnostic criteria; however, sarcopenia is estimated to …","https://www.mdpi.com/2072-6643/15/8/1998","https://scholar.google.com/scholar?q=related:bbwI3D2qeL8J:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
35,"A Romano, S Triarico, E Rinninella, L Natale, MG Brizi, ...","Clinical impact of nutritional status and sarcopenia in pediatric patients with bone and soft tissue sarcomas: a pilot retrospective study (SarcoPed)",2022,"Nutrients","mdpi.com","https://www.mdpi.com/2072-6643/14/2/383","https://scholar.google.com/scholar?cites=17862407493139055852&as_sdt=2005&sciodt=0,5&hl=en",392,"2025-08-12 20:35:49","HTML","","","",,,,,35,11.67,6,6,3,"… In the present study, we evaluate body composition changes, sarcopenia assessed by the … curves we observed that sarcopenia in children with cancer at diagnosis is a greatly more …","https://www.mdpi.com/2072-6643/14/2/383","https://scholar.google.com/scholar?q=related:7ETU1fkE5PcJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
35,"E Poggiogalle, E Parrinello, R Barazzoni, ...","Therapeutic strategies for sarcopenic obesity: a systematic review",2021,"Current Opinion in …","journals.lww.com","https://journals.lww.com/co-clinicalnutrition/fulltext/2021/01000/therapeutic_strategies_for_sarcopenic_obesity__a.7.aspx","https://scholar.google.com/scholar?cites=2594579939263383584&as_sdt=2005&sciodt=0,5&hl=en",454,"2025-08-12 20:35:49","HTML","","","",,,,,35,8.75,9,4,4,"… and universally accepted diagnostic criteria and … , sarcopenic obesity prevalence ranges from 2.75 to 20% and over, depending on diagnostic criteria and methods of body composition …","https://journals.lww.com/co-clinicalnutrition/fulltext/2021/01000/therapeutic_strategies_for_sarcopenic_obesity__a.7.aspx","https://scholar.google.com/scholar?q=related:IAgmRbXMASQJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
35,"HI Kim, SH Ahn, Y Kim, JE Lee, E Choi, SK Seo","Effects of sarcopenia and sarcopenic obesity on joint pain and degenerative osteoarthritis in postmenopausal women",2022,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-022-17451-1","https://scholar.google.com/scholar?cites=17613874670960838108&as_sdt=2005&sciodt=0,5&hl=en",515,"2025-08-12 20:35:49","HTML","","","",,,,,35,11.67,6,6,3,"… knee OA compared to body composition such as fat distribution … body composition acquired with DXA such as sarcopenia … the consensus about the sarcopenia diagnosis and KNHANES …","https://www.nature.com/articles/s41598-022-17451-1","https://scholar.google.com/scholar?q=related:3AXf4LANcfQJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
